2.000000 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [S], seq 0, win 65535, options [TS val 2000 ecr 0,wscale 2,sackOK,eol], length 0
2.100185 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [S.], seq 0, ack 1, win 65535, options [TS val 2050 ecr 2000,wscale 2,sackOK,eol], length 0
2.100185 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], ack 1, win 32768, options [TS val 2100 ecr 2050,eol], length 0
67.408601 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 570065:570601, ack 1, win 32768, options [TS val 67408 ecr 67358,eol], length 536: HTTP
67.409545 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 570601:571137, ack 1, win 32768, options [TS val 67408 ecr 67358,eol], length 536: HTTP
67.509631 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 570601, win 32768, options [TS val 67459 ecr 67307,eol], length 0
67.509631 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 571137:571673, ack 1, win 32768, options [TS val 67509 ecr 67459,eol], length 536: HTTP
67.510575 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 571673:572209, ack 1, win 32768, options [TS val 67509 ecr 67459,eol], length 536: HTTP
67.511519 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 572209:572745, ack 1, win 32768, options [TS val 67509 ecr 67459,eol], length 536: HTTP
67.610662 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 571673, win 32768, options [TS val 67560 ecr 67408,eol], length 0
67.610662 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 572745:573281, ack 1, win 32768, options [TS val 67610 ecr 67560,eol], length 536: HTTP
67.611606 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 573281:573817, ack 1, win 32768, options [TS val 67610 ecr 67560,eol], length 536: HTTP
67.711705 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 572209, win 32768, options [TS val 67661 ecr 67509,sack 1 {572745:573281}], length 0
67.711705 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 573817:574353, ack 1, win 32768, options [TS val 67711 ecr 67661,eol], length 536: HTTP
67.712649 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 572209, win 32768, options [TS val 67662 ecr 67509,sack 1 {572745:573817}], length 0
67.712649 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 574353:574889, ack 1, win 32768, options [TS val 67711 ecr 67661,eol], length 536: HTTP
67.713593 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 574889:575425, ack 1, win 32768, options [TS val 67712 ecr 67662,eol], length 536: HTTP
67.812748 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 572209, win 32768, options [TS val 67762 ecr 67509,sack 1 {572745:574353}], length 0
67.812748 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 572209:572745, ack 1, win 32768, options [TS val 67812 ecr 67762,eol], length 536: HTTP
67.813692 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 572209, win 32768, options [TS val 67763 ecr 67509,sack 1 {572745:574889}], length 0
67.814636 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 572209, win 32768, options [TS val 67764 ecr 67509,sack 1 {572745:575425}], length 0
67.814636 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 575425:575961, ack 1, win 32768, options [TS val 67814 ecr 67764,eol], length 536: HTTP
67.913779 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 575425, win 32768, options [TS val 67863 ecr 67812,eol], length 0
67.913779 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 575961:576497, ack 1, win 32768, options [TS val 67913 ecr 67863,eol], length 536: HTTP
68.014822 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 575425, win 32768, options [TS val 67964 ecr 67812,sack 1 {575961:576497}], length 0
68.014822 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 576497:577033, ack 1, win 32768, options [TS val 68014 ecr 67964,eol], length 536: HTTP
68.115865 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 575425, win 32768, options [TS val 68065 ecr 67812,sack 1 {575961:577033}], length 0
68.115865 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 577033:577569, ack 1, win 32768, options [TS val 68115 ecr 68065,eol], length 536: HTTP
68.216908 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 575425, win 32768, options [TS val 68166 ecr 67812,sack 1 {575961:577569}], length 0
68.216908 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 575425:575961, ack 1, win 32768, options [TS val 68216 ecr 68166,eol], length 536: HTTP
68.317939 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 577569, win 32768, options [TS val 68267 ecr 68216,eol], length 0
68.317939 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 577569:578105, ack 1, win 32768, options [TS val 68317 ecr 68267,eol], length 536: HTTP
68.318883 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 578105:578641, ack 1, win 32768, options [TS val 68317 ecr 68267,eol], length 536: HTTP
68.419913 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 578641, win 32768, options [TS val 68369 ecr 68317,eol], length 0
68.419913 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 578641:579177, ack 1, win 32768, options [TS val 68419 ecr 68369,eol], length 536: HTTP
68.420857 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 579177:579713, ack 1, win 32768, options [TS val 68419 ecr 68369,eol], length 536: HTTP
68.521887 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 579713, win 32768, options [TS val 68471 ecr 68419,eol], length 0
68.521887 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 579713:580249, ack 1, win 32768, options [TS val 68521 ecr 68471,eol], length 536: HTTP
68.522831 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 580249:580785, ack 1, win 32768, options [TS val 68521 ecr 68471,eol], length 536: HTTP
68.523775 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 580785:581321, ack 1, win 32768, options [TS val 68521 ecr 68471,eol], length 536: HTTP
68.623862 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 580785, win 32768, options [TS val 68573 ecr 68521,eol], length 0
68.623862 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 581321:581857, ack 1, win 32768, options [TS val 68623 ecr 68573,eol], length 536: HTTP
68.624806 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 581857:582393, ack 1, win 32768, options [TS val 68623 ecr 68573,eol], length 536: HTTP
68.724892 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 581857, win 32768, options [TS val 68674 ecr 68521,eol], length 0
68.724892 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 582393:582929, ack 1, win 32768, options [TS val 68724 ecr 68674,eol], length 536: HTTP
68.725836 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 582929:583465, ack 1, win 32768, options [TS val 68724 ecr 68674,eol], length 536: HTTP
68.825923 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 582929, win 32768, options [TS val 68775 ecr 68623,eol], length 0
68.825923 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 583465:584001, ack 1, win 32768, options [TS val 68825 ecr 68775,eol], length 536: HTTP
68.826867 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 584001:584537, ack 1, win 32768, options [TS val 68825 ecr 68775,eol], length 536: HTTP
68.827811 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 584537:585073, ack 1, win 32768, options [TS val 68825 ecr 68775,eol], length 536: HTTP
68.927910 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 583465, win 32768, options [TS val 68877 ecr 68724,sack 1 {584001:584537}], length 0
68.927910 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 585073:585609, ack 1, win 32768, options [TS val 68927 ecr 68877,eol], length 536: HTTP
68.928854 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 583465, win 32768, options [TS val 68878 ecr 68724,sack 1 {584001:585073}], length 0
68.928854 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 585609:586145, ack 1, win 32768, options [TS val 68927 ecr 68877,eol], length 536: HTTP
68.929798 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 586145:586681, ack 1, win 32768, options [TS val 68928 ecr 68878,eol], length 536: HTTP
69.028953 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 583465, win 32768, options [TS val 68978 ecr 68724,sack 1 {584001:585609}], length 0
69.028953 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 583465:584001, ack 1, win 32768, options [TS val 69028 ecr 68978,eol], length 536: HTTP
69.029897 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 583465, win 32768, options [TS val 68979 ecr 68724,sack 1 {584001:586145}], length 0
69.030841 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 583465, win 32768, options [TS val 68980 ecr 68724,sack 1 {584001:586681}], length 0
69.030841 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 586681:587217, ack 1, win 32768, options [TS val 69030 ecr 68980,eol], length 536: HTTP
69.129983 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 586681, win 32768, options [TS val 69079 ecr 69028,eol], length 0
69.129983 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 587217:587753, ack 1, win 32768, options [TS val 69129 ecr 69079,eol], length 536: HTTP
69.231014 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 587753, win 32768, options [TS val 69180 ecr 69030,eol], length 0
69.231014 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 587753:588289, ack 1, win 32768, options [TS val 69231 ecr 69180,eol], length 536: HTTP
69.231958 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 588289:588825, ack 1, win 32768, options [TS val 69231 ecr 69180,eol], length 536: HTTP
69.332988 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 588825, win 32768, options [TS val 69282 ecr 69231,eol], length 0
69.332988 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 588825:589361, ack 1, win 32768, options [TS val 69332 ecr 69282,eol], length 536: HTTP
69.333932 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 589361:589897, ack 1, win 32768, options [TS val 69332 ecr 69282,eol], length 536: HTTP
69.334876 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 589897:590433, ack 1, win 32768, options [TS val 69332 ecr 69282,eol], length 536: HTTP
69.435919 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 589361, win 32768, options [TS val 69385 ecr 69332,sack 1 {589897:590433}], length 0
69.435919 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 590433:590969, ack 1, win 32768, options [TS val 69435 ecr 69385,eol], length 536: HTTP
69.436863 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 590969:591505, ack 1, win 32768, options [TS val 69435 ecr 69385,eol], length 536: HTTP
69.536963 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 589361, win 32768, options [TS val 69486 ecr 69332,sack 1 {589897:590969}], length 0
69.536963 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 591505:592041, ack 1, win 32768, options [TS val 69536 ecr 69486,eol], length 536: HTTP
69.537907 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 589361, win 32768, options [TS val 69487 ecr 69332,sack 1 {589897:591505}], length 0
69.537907 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 589361:589897, ack 1, win 32768, options [TS val 69537 ecr 69487,eol], length 536: HTTP
69.638006 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 589361, win 32768, options [TS val 69587 ecr 69332,sack 1 {589897:592041}], length 0
69.638006 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 592041:592577, ack 1, win 32768, options [TS val 69638 ecr 69587,eol], length 536: HTTP
69.638937 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 592041, win 32768, options [TS val 69588 ecr 69537,eol], length 0
69.638950 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 592577:593113, ack 1, win 32768, options [TS val 69638 ecr 69588,eol], length 536: HTTP
69.739980 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 593113, win 32768, options [TS val 69689 ecr 69638,eol], length 0
69.739980 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 593113:593649, ack 1, win 32768, options [TS val 69739 ecr 69689,eol], length 536: HTTP
69.740924 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 593649:594185, ack 1, win 32768, options [TS val 69739 ecr 69689,eol], length 536: HTTP
69.841955 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 594185, win 32768, options [TS val 69791 ecr 69739,eol], length 0
69.841955 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 594185:594721, ack 1, win 32768, options [TS val 69841 ecr 69791,eol], length 536: HTTP
69.842899 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 594721:595257, ack 1, win 32768, options [TS val 69841 ecr 69791,eol], length 536: HTTP
69.843843 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 595257:595793, ack 1, win 32768, options [TS val 69841 ecr 69791,eol], length 536: HTTP
69.944886 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 594721, win 32768, options [TS val 69894 ecr 69841,sack 1 {595257:595793}], length 0
69.944886 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 595793:596329, ack 1, win 32768, options [TS val 69944 ecr 69894,eol], length 536: HTTP
69.945830 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 596329:596865, ack 1, win 32768, options [TS val 69944 ecr 69894,eol], length 536: HTTP
70.045929 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 594721, win 32768, options [TS val 69995 ecr 69841,sack 1 {595257:596329}], length 0
70.045929 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 596865:597401, ack 1, win 32768, options [TS val 70045 ecr 69995,eol], length 536: HTTP
70.046873 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 594721, win 32768, options [TS val 69996 ecr 69841,sack 1 {595257:596865}], length 0
70.046873 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 594721:595257, ack 1, win 32768, options [TS val 70046 ecr 69996,eol], length 536: HTTP
70.146972 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 594721, win 32768, options [TS val 70096 ecr 69841,sack 1 {595257:597401}], length 0
70.146972 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 597401:597937, ack 1, win 32768, options [TS val 70146 ecr 70096,eol], length 536: HTTP
70.147903 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 597401, win 32768, options [TS val 70097 ecr 70046,eol], length 0
70.147916 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 597937:598473, ack 1, win 32768, options [TS val 70147 ecr 70097,eol], length 536: HTTP
70.248947 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 598473, win 32768, options [TS val 70198 ecr 70146,eol], length 0
70.248947 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 598473:599009, ack 1, win 32768, options [TS val 70248 ecr 70198,eol], length 536: HTTP
70.249891 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 599009:599545, ack 1, win 32768, options [TS val 70248 ecr 70198,eol], length 536: HTTP
70.350921 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 599545, win 32768, options [TS val 70300 ecr 70248,eol], length 0
70.350921 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 599545:600081, ack 1, win 32768, options [TS val 70350 ecr 70300,eol], length 536: HTTP
70.351865 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 600081:600617, ack 1, win 32768, options [TS val 70350 ecr 70300,eol], length 536: HTTP
70.352809 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 600617:601153, ack 1, win 32768, options [TS val 70350 ecr 70300,eol], length 536: HTTP
70.452895 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 600617, win 32768, options [TS val 70402 ecr 70350,eol], length 0
70.452895 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 601153:601689, ack 1, win 32768, options [TS val 70452 ecr 70402,eol], length 536: HTTP
70.453839 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 601689:602225, ack 1, win 32768, options [TS val 70452 ecr 70402,eol], length 536: HTTP
70.553926 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 601689, win 32768, options [TS val 70503 ecr 70350,eol], length 0
70.553926 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 602225:602761, ack 1, win 32768, options [TS val 70553 ecr 70503,eol], length 536: HTTP
70.554870 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 602761:603297, ack 1, win 32768, options [TS val 70553 ecr 70503,eol], length 536: HTTP
70.654956 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 602761, win 32768, options [TS val 70604 ecr 70452,eol], length 0
70.654956 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 603297:603833, ack 1, win 32768, options [TS val 70654 ecr 70604,eol], length 536: HTTP
70.655900 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 603833:604369, ack 1, win 32768, options [TS val 70654 ecr 70604,eol], length 536: HTTP
70.656844 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 604369:604905, ack 1, win 32768, options [TS val 70654 ecr 70604,eol], length 536: HTTP
70.755987 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 603833, win 32768, options [TS val 70705 ecr 70553,eol], length 0
70.755987 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 604905:605441, ack 1, win 32768, options [TS val 70755 ecr 70705,eol], length 536: HTTP
70.756931 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 605441:605977, ack 1, win 32768, options [TS val 70755 ecr 70705,eol], length 536: HTTP
70.757875 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 604905, win 32768, options [TS val 70707 ecr 70654,eol], length 0
70.757875 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 605977:606513, ack 1, win 32768, options [TS val 70757 ecr 70707,eol], length 536: HTTP
70.758819 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 606513:607049, ack 1, win 32768, options [TS val 70757 ecr 70707,eol], length 536: HTTP
70.858918 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 605441, win 32768, options [TS val 70808 ecr 70755,sack 1 {605977:606513}], length 0
70.858918 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 607049:607585, ack 1, win 32768, options [TS val 70858 ecr 70808,eol], length 536: HTTP
70.859862 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 605441, win 32768, options [TS val 70809 ecr 70755,sack 1 {605977:607049}], length 0
70.859862 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 607585:608121, ack 1, win 32768, options [TS val 70858 ecr 70808,eol], length 536: HTTP
70.860806 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 608121:608657, ack 1, win 32768, options [TS val 70859 ecr 70809,eol], length 536: HTTP
70.961862 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 605441, win 32768, options [TS val 70911 ecr 70755,sack 2 {608121:608657}{605977:607049}], length 0
70.961862 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 605441:605977, ack 1, win 32768, options [TS val 70961 ecr 70911,eol], length 536: HTTP
71.062905 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 607049, win 32768, options [TS val 71012 ecr 70961,sack 1 {608121:608657}], length 0
71.062905 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 608657:609193, ack 1, win 32768, options [TS val 71062 ecr 71012,eol], length 536: HTTP
71.163948 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 607049, win 32768, options [TS val 71113 ecr 70961,sack 1 {608121:609193}], length 0
72.062905 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 607049:607585, ack 1, win 32768, options [TS val 72062 ecr 71113,eol], length 536: HTTP
72.163948 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 607585, win 32768, options [TS val 72113 ecr 72062,sack 1 {608121:609193}], length 0
72.163948 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 607585:608121, ack 1, win 32768, options [TS val 72163 ecr 72113,eol], length 536: HTTP
72.164892 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 609193:609729, ack 1, win 32768, options [TS val 72163 ecr 72113,eol], length 536: HTTP
72.265935 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 607585, win 32768, options [TS val 72215 ecr 72062,sack 1 {608121:609729}], length 0
72.265935 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 609729:610265, ack 1, win 32768, options [TS val 72265 ecr 72215,eol], length 536: HTTP
72.366979 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 607585, win 32768, options [TS val 72316 ecr 72062,sack 1 {608121:610265}], length 0
72.366979 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 610265:610801, ack 1, win 32768, options [TS val 72366 ecr 72316,eol], length 536: HTTP
72.468022 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 607585, win 32768, options [TS val 72417 ecr 72062,sack 1 {608121:610801}], length 0
72.468022 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 610801:611337, ack 1, win 32768, options [TS val 72468 ecr 72417,eol], length 536: HTTP
72.569065 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 607585, win 32768, options [TS val 72518 ecr 72062,sack 1 {608121:611337}], length 0
72.569065 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 611337:611873, ack 1, win 32768, options [TS val 72569 ecr 72518,eol], length 536: HTTP
72.670108 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 607585, win 32768, options [TS val 72620 ecr 72062,sack 1 {608121:611873}], length 0
72.670108 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 611873:612409, ack 1, win 32768, options [TS val 72670 ecr 72620,eol], length 536: HTTP
72.771151 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 607585, win 32768, options [TS val 72721 ecr 72062,sack 1 {608121:612409}], length 0
72.771151 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 612409:612945, ack 1, win 32768, options [TS val 72771 ecr 72721,eol], length 536: HTTP
72.872195 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 607585, win 32768, options [TS val 72822 ecr 72062,sack 1 {608121:612945}], length 0
72.872195 IP 10.1.1.1.49153 > 10.1.1.2.8080: Flags [.], seq 612945:613481, ack 1, win 32768, options [TS val 72872 ecr 72822,eol], length 536: HTTP
72.973238 IP 10.1.1.2.8080 > 10.1.1.1.49153: Flags [.], ack 607585, win 32768, options [TS val 72923 ecr 72062,sack 1 {608121:613481}], length 0
